img,path_contorno,path_origin,is_good
035.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\035.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\035.JPEG,False
036.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\036.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\036.JPEG,False
037.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\037.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\037.JPEG,True
038.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\038.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\038.JPEG,False
039.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\039.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\039.JPEG,False
040.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\040.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\040.JPEG,False
041.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\041.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\041.JPEG,False
042.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\042.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\042.JPEG,False
043.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\043.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\043.JPEG,False
044.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\044.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\044.JPEG,False
045.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\045.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\045.JPEG,False
046.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\046.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\046.JPEG,False
047.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\047.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\047.JPEG,False
048.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\048.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\048.JPEG,False
049.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\049.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\049.JPEG,False
050.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\050.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\050.JPEG,False
051.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\051.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\051.JPEG,False
052.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\052.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\052.JPEG,False
053.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\053.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\053.JPEG,False
054.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\054.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\054.JPEG,False
055.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\055.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\055.JPEG,False
056.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\056.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\056.JPEG,False
057.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\057.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\057.JPEG,False
058.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\058.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\058.JPEG,False
059.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\059.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\059.JPEG,False
060.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\060.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\060.jpeg,False
061.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\061.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\061.jpeg,False
062.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\062.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\062.jpeg,False
063.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\063.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\063.JPEG,True
064.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\064.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\064.JPEG,True
065.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\065.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\065.JPEG,False
066.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\066.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\066.JPEG,False
067.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\067.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\067.JPEG,False
068.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\068.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\068.JPEG,False
069.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\069.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\069.JPEG,False
070.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\070.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\070.JPEG,False
071.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\071.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\071.JPEG,True
072.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\072.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\072.JPEG,False
073.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\073.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\073.JPEG,False
074.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\074.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\074.JPEG,False
075.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\075.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\075.JPEG,False
076.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\076.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\076.JPEG,False
077.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\077.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\077.JPEG,False
078.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\078.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\078.JPEG,False
079.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\079.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\079.JPEG,False
080.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\080.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\080.JPEG,False
081.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\081.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\081.JPEG,True
082.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\082.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\082.JPEG,False
083.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\083.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\083.JPEG,False
084.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\084.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\084.JPEG,True
085.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\085.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\085.JPEG,False
086.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\086.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\086.jpeg,False
087.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\087.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\087.jpeg,False
088.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\088.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\088.jpeg,False
089.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\089.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\089.jpeg,False
090.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\090.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\090.jpeg,False
091.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\091.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\091.JPEG,False
092.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\092.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\092.JPEG,False
093.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\093.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\093.JPEG,False
094.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\094.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\094.JPEG,True
095.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\095.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\095.JPEG,True
096.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\096.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\096.JPEG,False
097.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\097.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\097.JPEG,False
098.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\098.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\098.JPEG,False
099.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\099.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\099.JPEG,False
100.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\100.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\100.JPEG,False
101.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\101.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\101.JPEG,False
102.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\102.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\102.JPEG,False
103.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\103.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\103.JPEG,False
104.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\104.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\104.JPEG,False
105.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\105.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\105.JPEG,False
106.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\106.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\106.JPEG,False
107.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\107.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\107.JPEG,False
108.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\108.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\108.JPEG,False
109.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\augmentedDataset\stretching\gaussian_canny\109.JPEG,..\data_EP2/normalizedDataset\augmentedDataset\stretching\109.JPEG,False
001.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\001.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\001.jpeg,False
002.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\002.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\002.jpeg,False
003.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\003.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\003.jpeg,False
004.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\004.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\004.jpeg,False
005.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\005.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\005.jpeg,False
006.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\006.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\006.jpeg,False
007.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\007.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\007.jpeg,False
008.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\008.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\008.jpeg,True
009.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\009.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\009.jpeg,False
010.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\010.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\010.jpeg,False
011.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\011.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\011.jpeg,False
012.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\012.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\012.jpeg,False
013.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\013.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\013.jpeg,False
014.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\014.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\014.jpeg,False
015.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\015.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\015.jpeg,False
016.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\016.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\016.jpeg,False
017.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\017.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\017.jpeg,True
018.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\018.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\018.jpeg,False
019.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\019.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\019.jpeg,False
020.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\020.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\020.JPEG,False
021.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\021.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\021.JPEG,False
022.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\022.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\022.JPEG,False
023.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\023.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\023.JPEG,False
024.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\024.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\024.JPEG,False
025.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\025.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\025.JPEG,False
026.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\026.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\026.JPEG,False
027.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\027.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\027.JPEG,True
028.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\028.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\028.JPEG,False
029.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\029.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\029.JPEG,False
030.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\030.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\030.JPEG,False
031.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\031.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\031.JPEG,False
032.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\032.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\032.JPEG,False
033.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\033.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\033.JPEG,False
034.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\034.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\034.JPEG,False
035.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\035.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\035.JPEG,False
036.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\036.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\036.JPEG,False
037.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\037.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\037.JPEG,False
038.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\038.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\038.JPEG,False
039.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\039.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\039.JPEG,False
040.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\040.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\040.JPEG,False
041.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\041.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\041.JPEG,False
042.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\042.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\042.JPEG,False
043.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\043.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\043.JPEG,False
044.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\044.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\044.JPEG,False
045.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\045.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\045.JPEG,False
046.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\046.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\046.JPEG,False
047.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\047.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\047.JPEG,False
048.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\048.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\048.JPEG,False
049.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\049.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\049.JPEG,False
050.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\050.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\050.JPEG,False
051.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\051.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\051.JPEG,False
052.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\052.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\052.JPEG,False
053.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\053.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\053.JPEG,False
054.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\054.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\054.JPEG,False
055.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\055.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\055.JPEG,False
056.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\056.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\056.JPEG,False
057.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\057.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\057.JPEG,False
058.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\058.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\058.JPEG,True
059.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\059.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\059.JPEG,False
060.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\060.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\060.jpeg,False
061.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\061.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\061.jpeg,False
062.jpeg,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\062.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\062.jpeg,False
063.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\063.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\063.JPEG,False
064.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\064.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\064.JPEG,True
065.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\065.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\065.JPEG,False
066.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\066.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\066.JPEG,False
067.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\067.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\067.JPEG,False
068.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\068.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\068.JPEG,False
069.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\069.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\069.JPEG,False
070.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\070.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\070.JPEG,False
071.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\071.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\071.JPEG,True
072.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\072.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\072.JPEG,False
073.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\073.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\073.JPEG,False
074.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\074.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\074.JPEG,False
075.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\075.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\075.JPEG,False
076.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\076.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\076.JPEG,False
077.JPEG,..\data_EP3\segmentedDataset\normalizedDataset\originalGrayDataset\gaussian_canny\077.JPEG,..\data_EP2/normalizedDataset\originalGrayDataset\077.JPEG,False
